Nitrogen,Phosphorus,Potassium,pH,Organic_Matter,Moisture,Nutrient_Status
74.90802376947249,18.513292883861965,78.5117051207718,7.7089209594622865,5.719958782835928,39.363552027744205,Low
190.14286128198324,54.190094737835814,74.09363972159994,8.576769780339607,8.054323292999863,47.34356593750214,Medium
146.398788362281,87.29458358764083,271.876374156311,4.753275291547492,7.60160929790159,85.45473932021804,Medium
119.73169683940732,73.22248864095612,74.86385995485183,7.374118697248992,1.5389990469377368,34.00043860598922,Low
31.203728088487303,80.65611478614497,81.5849178385893,7.002221882006241,1.492494697414739,86.96496848121713,Medium
31.19890406724053,65.87833667107174,227.8194787253891,8.829812637517897,2.6817436774491332,8.813443097669149,Low
11.616722433639893,69.22765645178525,134.921952735162,9.342609423368824,3.610747263410372,77.67984372086308,Low
173.23522915498702,84.91956515653193,233.01316708655438,3.0850974003417075,4.084555814084826,84.75476330547363,Medium
120.22300234864176,24.966800885918595,19.609847269315573,7.718139433411548,6.796972168333452,18.181765283733874,Low
141.6145155592091,48.942496364314046,146.27135810201528,3.362850593838103,0.566804321658354,43.03465323722004,Low
4.116898859160489,22.120944181960223,10.08408005498479,6.8420106555414915,0.34672704226066386,16.54997746636556,Low
193.98197043239887,98.7668007996647,18.795961036606357,5.013429103305747,3.9191056294390902,70.66041289942177,Medium
166.48852816008434,94.40593396866133,271.9312360033233,5.147436196654988,6.971636921379805,53.534776806165674,High
42.46782213565523,3.94268113685059,41.773611335278545,5.470709524166496,1.9343534295648257,63.5323346708321,Low
36.364993441420125,70.55751725156884,159.72620468256514,7.349047143347271,6.415044812562517,19.648696695621116,Low
36.68090197068676,92.52483174156659,123.32868078021197,5.3383497596813845,2.5982813794029944,21.17458620524195,Low
60.84844859190754,18.057534512733355,104.2029978776528,8.128893354131963,8.860861088135163,4.149732550990636,Low
104.95128632644757,56.79452305526295,269.95000370618175,5.831691699017088,8.956899442666165,32.20675351957297,Medium
86.38900372842315,91.54882975880419,6.54701903264685,3.4784724021697104,2.9728720428132647,55.97446613336749,Low
58.245828039608384,3.394597858579884,199.13690585267673,8.48631889738875,2.2999375396324053,85.79349139973289,Low
122.3705789444759,69.742026724684,289.0183302640651,5.000308272148942,4.113039720662313,66.69274474586807,Medium
27.898772130408368,29.734900737255078,168.05045503855257,6.029368157194838,2.405315851801487,43.53963233997514,Low
58.42892970704363,92.43961953765304,281.04673860992756,7.798107182553311,6.723838432917036,95.31201143941378,Medium
73.27236865873834,97.10582451653677,15.677363785807131,5.327193100040985,8.260646845482855,71.92452005758318,Medium
91.21399684340719,94.42664891134339,125.63799572224842,3.3960995930270093,6.73092130911217,93.016520286255,Medium
157.03519227860272,47.42142166574638,78.04733728861535,5.617447329089695,8.243504472493495,52.75879732721657,Medium
39.93475643167195,86.20426509893134,219.24628949421893,9.611140078860124,3.9699216220747413,25.89042747931396,Low
102.84688768272233,84.45493985350704,294.389127149174,7.492140781089907,1.5631697070886086,5.282668636472199,Medium
118.4829137724085,31.910047324325564,76.95901873327435,7.700354040670448,7.379509473975921,72.60848514838504,Low
9.290082543999546,82.89154741506773,196.25238044222235,7.425975075463479,3.604745051415539,12.130299800553413,Low
121.50897038028768,3.700763471549262,59.42928982792204,4.392944972716057,6.712708252291325,30.277512827196716,Low
34.10482473745831,59.6269878482053,169.59907637148297,5.928337048715961,2.7064394198176567,53.24709078838974,Medium
13.010318597055903,23.000883728770305,139.17974600650086,8.256578588543228,0.8122963480667267,56.441658777974766,Low
189.77710745066665,12.056688577727881,291.6015988894611,3.709610282872114,9.925817954877633,60.0583196987136,Medium
193.12640661491187,7.695320162920916,182.55818180893996,4.944969432627985,1.5620150793059928,16.625533034970065,Low
161.67946962329222,69.62887758781397,104.85191162604563,4.934233759260975,9.884209939634811,37.97374048216488,Medium
60.92275383467414,33.98749637680661,34.22873546638001,6.024132493161542,9.772799325664472,61.71942271169667,Low
19.534422801276776,72.47667715287615,45.374048620480366,9.862581186595296,7.938181039080396,96.98188646337847,Low
136.84660530243139,6.535634079894237,67.59507898537052,3.4725178267867536,6.594229620819975,72.76311376996887,Low
88.03049874792026,31.529033783061035,75.2899984020894,6.630906960664165,5.778070502510847,92.26037570939579,Low
24.407646968955767,53.949129237533725,255.18481735234135,4.255552774085473,8.661015453778347,76.2212058314177,Medium
99.03538202225404,79.07231648389636,168.36683648475747,9.794735817868208,2.894395216194879,59.171696889240046,Medium
6.877704223043679,31.875250293206992,157.01727341230992,3.793124533092249,4.67681212484877,19.202336913634454,Low
181.8640804157564,62.58913764370091,34.430661560765245,5.825207016531139,6.193899693665019,66.66856518925131,Medium
51.75599632000338,88.5977748236187,258.0419080048305,8.165194893842244,4.1119047586949105,62.337956595990704,Medium
132.5044568707964,61.58631881823046,216.84429096254513,7.931880996192117,4.27486454090268,60.24691704572665,Medium
62.34221521788219,23.295947475363377,20.300508570000474,5.9591004582575255,3.3028466750208443,48.978586798824075,Low
104.01360423556216,2.440078155653802,212.3505291689306,5.425669175669028,5.64231816684536,52.86566039892756,Low
109.34205586865593,87.00988739009298,163.0614652027938,5.783286649870094,8.50574528015116,33.44425271181041,Medium
36.97089110510541,2.126941085038714,24.517603724033478,4.849933842110475,2.0152837800631285,51.931269264230316,Medium
193.91692555291172,87.47016726841994,137.49019245859694,4.437330570947599,9.344330387534415,19.755590567847825,High
155.02656467222292,52.8937134027212,145.4088861390141,6.381277882912229,6.8908765374822964,80.51743973603767,Medium
187.8997883128378,93.90676985128962,49.73236204898272,4.879736292473251,8.232732126800302,18.577695469870783,Medium
178.96547008552977,79.87832357736654,283.7094441000847,5.01223165428075,5.561906926300116,8.496628988946641,High
119.57999576221702,99.79341105333374,254.9926114441986,7.5972924443219,7.795167014240635,43.62460263571574,Medium
184.37484700462338,35.071181545171015,200.7067011987325,9.779761321899246,0.1620039733946721,65.83074395060619,Medium
17.6985004103839,76.71882889311269,138.68866830018217,7.225460403915625,8.183804247795353,43.771682493354135,Low
39.19657248382904,40.193091360924214,123.52966247535255,3.538856269454764,0.4013885908536652,27.67541319513086,Low
9.045457782107613,47.98756203039088,195.29204014528625,3.5290852969784687,8.899133763628624,55.817118389044076,Low
65.06606615265287,62.75054632183701,163.62956082207165,9.659962545918962,9.919627472386432,34.700233541219994,Medium
77.7354579378964,87.36771141863387,18.681931764565686,5.081035532151335,2.940674621767778,93.28676901266331,Low
54.269806354779185,98.40834691992951,153.7507946310995,3.6444689025773283,2.1031855628579366,92.2645139603572,Low
165.74750183038586,76.82734138645182,241.92108516985184,7.193312110052671,7.653633638580407,50.23718199720955,Medium
71.35066533871786,41.77667821673337,137.77196327908743,7.365541448031863,2.530263409202532,32.78839940182585,Low
56.18690193747615,42.13570022770702,15.586973266280523,7.539533740830817,8.655623831722036,73.71324139566391,Low
